food_name,serving_size,calories,protein,fat,carbohydrates,sugar,dietary_fiber,saturated_fat,trans_fat,natrium
오징어볶음,100g,128,9.85,6.52,7.43,1.93,4.0,1,0.04,162
유산슬,100g,86,7.54,4.4,4.1,2.15,1.8,0.78,0.03,43
잔멸치볶음_견과류,100g,388,24.34,22.22,22.64,14.54,11.0,2.54,0.04,56
잔멸치볶음_꽈리고추,100g,293,24.78,17.48,9.24,5.84,6.5,2.74,0.12,100
잔멸치볶음_풋고추,100g,256,28.24,8.32,16.94,10.62,8.3,1.56,0.06,47
잔멸치볶음_홍고추_풋고추,100g,228,33.28,8,5.72,3.76,6.5,1.42,0.06,94
잡채,100g,146,4.71,3.3,24.26,0.73,3.7,0.55,0.07,94
잡채_어묵,100g,148,2.34,3.78,26.13,1.5,1.7,0.64,0.03,152
잡채_콩나물,100g,67,1.93,0.97,12.55,9.37,3.6,0.12,0.22,98
죽순볶음_소고기,100g,120,13.68,5.59,3.78,2.07,6.3,2.12,0.13,65
팔보채,100g,90,12.42,2.9,3.42,2.09,2.5,0.39,0.02,67
풋고추볶음,100g,70,1.93,3.23,8.25,4.34,3.7,0.58,0.03,100
햄볶음_채소,100g,183,10.47,11.37,9.6,3.33,1.8,3.6,0.08,326
감자조림,100g,114,2.4,3.52,18.1,7.68,1.8,0.42,0.02,43
고등어조림,100g,141,11.25,8.84,4.1,3.39,2.5,2.14,0.05,70
꽁치조림,100g,244,15.52,17.87,5.14,4.05,3.6,3.52,2.48,48
닭볶음탕,100g,111,11.91,3.22,8.52,0.42,1.5,1.19,0.03,43
닭조림,100g,197,18.03,10.9,6.57,0.5,2.3,2.73,0.07,33
닭조림_고추장,100g,152,9.12,6.94,13.25,2.04,3.3,2.05,0.04,38
두부조림,100g,143,9.64,9.66,4.4,3.64,0.8,1.36,0.02,86
땅콩조림,100g,483,18.75,36.4,19.95,9.85,10.3,5.8,0.05,51
멸치조림,100g,318,40.92,13.22,8.93,7.35,12.1,2.27,0.09,47
무조림,100g,48,2.26,2.38,4.29,3.87,2.1,0.35,0.04,63
미트볼조림,100g,221,18.15,10.73,12.95,10.52,2.9,2.12,0.08,63
버섯조림,100g,60,4.38,2,6.23,1.95,4.0,1.47,0.06,47
병어조림,100g,112,12.46,4.78,4.87,0.22,0.9,2.07,0.12,174
삼치조림,100g,125,15.88,5.63,2.61,2.03,1.6,1.64,0.04,35
양미리조림,100g,65,5.76,0.66,9.09,2.2,2.8,0.29,0.01,174
어묵조림,100g,159,5.83,4.73,23.16,2.43,2.9,0.81,0.05,58
연근조림,100g,174,2.68,5.1,29.42,2.78,2.6,0.64,0.02,47
오징어조림,100g,137,16.55,2.37,12.45,6.85,2.9,0.63,0.01,101
오징어채조림,100g,240,23.52,4.9,25.36,13.78,5.8,0.82,0.02,135
우엉조림,100g,188,4.8,3.33,34.8,28.43,5.8,0.53,0.07,31
장조림_달걀,100g,138,9.85,7.12,8.67,6.87,1.5,2.07,0.03,77
장조림_메추리알,100g,203,14.25,13.41,6.3,3.48,0.8,4.18,0.08,51
장조림_소고기,100g,69,10.41,0.86,4.84,1,0.8,0.43,0.03,294
장조림_소고기_메추리알,100g,157,11.69,5.39,15.56,3.32,1.7,1.63,0.06,117
쥐포조림,100g,276,13.03,8.86,36.12,23.37,4.7,1.3,0.04,30
코다리조림,100g,86,16.46,0.4,4.16,3.67,12.9,0.17,0.02,110
콩조림(콩자반),100g,281,17.97,7.73,34.83,3.53,15.6,0.67,0,160
감자튀김,100g,312,4.55,17.01,35.15,0.37,3.9,3.29,0.07,38
김튀김,100g,522,11,28.9,54.36,0.14,12.2,5.36,0.2,80
다시마튀각,100g,462,8.44,26.52,47.32,17.24,25.0,4.08,0.32,44
닭다리튀김_간장,100g,323,18.86,19.6,17.88,3.71,2.1,4.78,0.17,123
닭튀김_날개,100g,257,17.17,16.27,10.49,0,1.2,3.91,0.13,93
떡강정,100g,249,3.79,4.72,47.89,5.34,1.3,0.96,0.05,63
미역튀각,100g,443,13.24,33.9,21.14,11.36,31.1,5.42,0.48,68
탕수육_새우,100g,116,6.65,4.2,13.02,6.44,2.1,0.71,0.07,70
가지나물,100g,36,1.42,1.5,4.18,2.34,2.7,0.22,0,54
고구마줄기나물,100g,83,0.98,7,4.1,0,3.1,1.16,0.16,68
고사리나물무침,100g,90,3.78,5.52,6.28,0.5,5.6,0.7,0.02,70
고춧잎나물무침,100g,88,4.41,4.69,7.14,1.51,5.4,0.74,0.09,48
깻잎나물,100g,78,2.68,5.18,5.04,2.04,2.4,0.64,0.1,72
냉이나물,100g,111,5.02,3.07,15.7,10.45,6.0,0.48,0.03,69
도라지나물무침,100g,130,2.48,7.52,13.12,0.9,4.9,1,0.04,75
돌나물무침,100g,69,1.66,3.18,8.3,5.26,2.0,0.5,0.06,72
머위대나물무침,100g,58,3.96,2.56,4.76,0.34,1.5,0.32,0.02,74
무나물무침,100g,21,0.62,0.46,3.64,3.3,1.6,0.04,0,125
방풍나물무침,100g,76,4.39,1.73,10.74,2.91,6.7,0.23,0,40
배추나물,100g,61,2.01,2.19,8.45,6.24,2.7,0.29,0.03,45
비름나물무침,100g,73,3.46,4.05,5.7,0.86,3.8,0.63,0.1,77
숙주나물,100g,35,2.22,1.58,2.96,1.58,1.7,0.12,0,77
시금치나물,100g,69,3.74,4.46,3.36,0.1,2.0,0.4,0.12,0
시래기나물무침,100g,114,4.32,7.28,7.74,0.54,6.7,0.9,0.02,48
씀바귀나물무침,100g,97,3.87,1.73,16.57,1.28,5.2,0.36,0.08,40
열무나물,100g,82,3.91,5.3,4.76,0.6,4.0,0.66,0.18,42
열무나물_된장,100g,68,3.71,4.09,4.09,0.73,4.0,0.52,0.12,0
유채나물,100g,96,5.8,4.6,7.82,1.98,4.7,0.59,0.04,63
참나물,100g,60,2.51,3.69,4.14,0.67,3.7,0.58,0.01,57
취나물_된장,100g,44,3.08,1.66,4.12,0.84,4.6,0.19,0.01,43
취나물_취나물(마른것),100g,89,3.62,5.4,6.4,0,6.4,0.56,0.02,34
콩나물무침,100g,69,3.86,4.54,3.2,0.5,1.7,0.48,0,80
콩나물무침_고춧가루,100g,93,3.93,5.93,5.93,1.9,5.5,0.83,0.01,103
토란대나물무침,100g,68,5.14,3.38,4.22,0.39,3.4,0.46,0.02,37
호박오가리나물무침,100g,201,6.14,10.01,21.46,6.82,7.0,1.65,0.13,47
가죽나물무침,100g,76,5.83,1.35,10.05,3.81,6.2,0.19,0.01,57
겉절이_배추,100g,55,2.28,2.14,6.58,1.3,3.5,0.42,0.06,28
겉절이_상추,100g,61,2.36,3.41,5.26,2.98,3.4,0.38,0.02,440
겉절이_열무,100g,58,2.4,2.94,5.38,2.26,3.0,0.46,0.08,45
겉절이_치커리,100g,56,1.49,3.65,4.4,3.71,1.9,0.42,0.11,440
골뱅이무침_소면,100g,109,5.01,1.47,18.91,3.57,1.7,0.18,0,74
굴무침,100g,77,6.68,2.31,7.3,2.74,3.5,0.61,0.03,39
김무침,100g,259,21.17,10.73,19.33,5.73,17.5,1.53,0.07,46
낙지무침,100g,77,12.41,1.24,3.96,0.14,3.8,0.17,0,67
냉채_닭고기,100g,90,13.08,1.95,5,4.8,2.0,0.5,0.01,42
다시마무침,100g,48,2.57,1.18,6.8,0,6.1,0.28,0,52
달래무침,100g,63,2.92,3.02,6.07,3.83,2.9,0.4,0.02,174
도라지생채,100g,77,2.06,0.51,16.15,5.25,4.6,0.13,0,47
두릅무침_초고추장,100g,67,2.16,3.01,7.89,4.54,3.4,0.42,0,47
마늘쫑무침,100g,106,2.73,4.93,12.77,7.47,5.9,0.63,0.03,39
무말랭이무침,100g,121,4.2,1.55,22.5,4.1,9.1,1.25,0.05,47
무생채,100g,49,2.43,1.11,7.33,1.78,4.9,0.16,0.02,39
무생채_굴,100g,50,3.68,1.26,5.92,4.04,2.6,0.19,0.01,31
묵무침_도토리묵,100g,74,0.93,2.95,10.92,1.82,2.0,0.38,0.01,26
물회_오징어,100g,49,6.19,1.2,3.26,2.1,1.5,0.19,0,18
미나리무침,100g,46,1.31,2.13,5.41,2.24,3.1,0.3,0.01,55
미역초무침,100g,35,1.18,1.02,5.24,1.3,3.9,0.16,0,63
민들레잎무침,100g,81,2.69,2.33,12.32,8.16,5.0,0.21,0.01,30
버섯무침_느타리버섯,100g,59,2.74,3.77,3.44,0.09,4.7,0.46,0.01,93
부추무침,100g,92,3.5,5.92,6.25,3.06,5.6,0.79,0.02,42
부추무침_양파,100g,44,1.83,1.07,6.81,5.79,2.1,0.19,0.02,40
북어채무침,100g,188,28.4,2.91,12.05,5.59,4.4,0.51,0.02,117
샐러드_감자,100g,126,1.31,7.99,12.25,3.75,1.8,1.36,0.06,48
샐러드_단호박,100g,162,1.48,8.97,18.77,14.3,2.0,1.35,0.05,35
샐러드_닭가슴살,100g,135,7.17,9.49,5.36,3.25,3.1,1.21,0.03,43
샐러드_새싹,100g,74,2.77,4.81,4.96,2.26,1.5,0.62,0.02,146
샐러드_양배추,100g,150,2.69,11.71,8.47,7.95,2.6,1.79,0.05,36
샐러드_양상추,100g,126,4.91,10.3,3.42,1.58,2.5,1.31,0.05,47
샐러드_옥수수,100g,166,1.96,11.94,12.68,6.01,2.6,1.88,0.09,50
샐러드_참치,100g,151,10.82,8.65,7.52,6.91,2.5,1.47,0.05,127
샐러드_채소,100g,145,1.16,13.35,5.1,4.72,1.7,2.11,0.06,109
양장피,100g,133,7.3,6.63,10.95,0.44,1.9,1.21,0.03,171
오이무침_부추,100g,31,1.95,0.39,5.01,4.15,2.5,0.08,0,208
오이생채,100g,69,1.78,2.9,8.96,8.04,1.7,0.14,0,175
오이지무침,100g,52,0.96,3.51,4.21,2.78,3.6,0.41,0.01,70
오징어무침_채소,100g,62,5.85,0.93,7.6,5.54,2.3,0.14,0,85
오징어채무침,100g,258,23.6,5.53,28.41,18.71,6.7,0.99,0.03,75
톳나물무침,100g,75,1.87,2.09,12.28,6.94,6.4,0.3,0.01,75
파래무침,100g,49,3.53,1.7,4.97,1.73,3.5,0.2,0.03,60
파무침,100g,71,2.25,2.81,9.08,8.02,3.5,0.31,0.01,93
풋고추된장무침_풋고추,100g,124,2.37,7.35,12,8.43,3.4,1.07,0.04,41
풋마늘무침,100g,71,4.14,1.04,11.27,5.95,4.6,0.11,0.01,47
피조개무침,100g,52,4.71,0.95,6.07,3.72,2.1,0.18,0.01,126
해초무침,100g,39,0.95,0.16,8.52,3.95,4.3,0.06,0,43
회무침,100g,82,8.09,1.65,8.6,4.53,2.6,0.52,0.03,44
회무침_가오리,100g,81,11.33,1.16,6.35,5.47,2.7,0.2,0,157
고들빼기김치,100g,71,3,1.38,11.52,4.4,5.0,0.14,0,39
깍두기,100g,33,1.56,1.06,4.24,2.54,2.1,0.04,0,47
깻잎김치,100g,62,2.82,1.72,8.92,4.04,3.6,0.08,0,92
나박김치,100g,10,0.46,0.38,1.15,0.34,0.8,0.02,0,159
동치미,100g,14,0.29,0.37,2.28,1.45,1.0,0.01,0,121
물김치_돌나물,100g,5,0.31,0.08,0.75,0.35,0.4,0.01,0,180
보쌈김치,100g,30,2.19,0.72,3.73,1.69,2.3,0.04,0,108
부추김치,100g,47,2.68,1.16,6.36,4.08,3.8,0.1,0,307
얼갈이배추김치,100g,63,1.59,1.45,10.94,0.38,1.7,0.05,0,67
오이김치,100g,38,2.06,0.8,5.64,2.37,3.2,0.11,0,47
가자미식해,100g,134,11.09,4.81,11.64,3.71,4.1,0.7,0.03,80
갈치젓_양념,100g,149,15.53,5.08,10.28,4.91,6.8,1.87,0.03,42
멸치젓_양념,100g,90,11.4,1.6,7.4,0.6,2.6,0.8,0,58
새우젓_양념,100g,69,7.1,1.8,6,0.5,1.9,0.3,0,33
오징어젓_양념,100g,60,10.1,0.7,3.4,2.4,1.6,0.2,0,40
꽃게장_간장,100g,62,7.02,1.1,6.04,4.21,1.1,0.16,0,83
꽃게장_양념(고추가루),100g,97,10.23,0.61,12.61,8.77,4.7,0.24,0.01,33
단무지,100g,13,0.33,0.2,2.4,0.47,1.3,0.03,0,33
더덕장아찌,100g,141,4.47,0.89,28.9,15.38,5.7,0.23,0,17
매실장아찌_우메보시(일본),100g,65,1.27,1.77,11.03,7.87,3.4,0.03,0,33
무짠지,100g,11,0.54,0.12,1.98,1.58,2.6,0.02,0,50
무초절임(치킨무),100g,17,0.52,0.3,3.05,1.75,1.5,0.02,0,33
오이장아찌,100g,14,0.36,0.28,2.54,1.04,2.3,0.04,0,17
오이지,100g,21,0.74,0.72,2.84,0,2.5,0.04,0,33
미숫가루,100g,70,2.08,2.27,10.42,0,2.2,0.36,0,50
육회,100g,130,9.93,6.43,8.12,5.29,6.6,2.11,0.08,82
리소토/리조또_스파이시 씨푸드 리조또,100g,148,5.81,,,2.49,,2.53,,45
리소토/리조또_치킨 크림 리조또,100g,185,6.22,,,1.66,,4.94,,68
볶음밥_갈비천왕 치즈 치밥,100g,208,10.97,,22.04,2.57,,3.76,,140
볶음밥_달걀듬뿍 볶음밥,100g,170,5.38,,,0.75,,0.73,,167
볶음밥_닭갈비 볶음밥,100g,180,5,,,4,,1,,51
볶음밥_볼케이노 치즈 치밥,100g,198,12.81,,20.66,2.83,,3.12,,56
볶음밥_의성마늘 볶음밥,100g,199,3.41,,,0.31,,0.96,,56
오므라이스_수플레 오믈렛 라이스,100g,167,4.94,,,2.47,,2.63,,45
주먹밥_까르보나라 구운주먹밥,100g,211,6,,,2,,3.1,,55
주먹밥_매콤 로제 구운주먹밥,100g,209,5,,,3,,2.2,,52
감자빵_강원도알감자빵 (5개입),100g,244,3.13,,,5,,3.75,,55
감자빵_강원도알감자빵,100g,250,3.13,,,6.25,,3.44,,30
감자빵_감자쫀득볼,100g,313,3.95,,,15.18,,5.45,,47
감자빵_못난이 감자크럼볼,100g,211,1.33,,45.33,9.33,,2.53,6.67,62
감자빵_포슬쫀득 감자빵,100g,284,3.64,,,4.55,,4.55,,40
건포도빵_건포도빵 (대),100g,311,7.53,,,9.25,,0.97,,157
건포도빵_건포도빵 (소),100g,310,7.76,,,9.48,,0.95,,50
건포도빵_우리쌀건포도브레드,100g,265,6,,,9.33,,1.4,,82
계란빵_쌀계란빵,100g,313,2,,,18,,6,,50
계란빵_트윈에그 브레드,100g,238,10.48,,,6.67,,4.76,,75
기타빵_밤이랑고구마랑,100g,315,7,,,7,,5,,80
기타빵_별님고구마,100g,258,6,,,6,,3.6,,173
기타빵_춘천 감자빵,100g,245,5,,,2.5,,5,,90
기타빵_까눌레,100g,339,6,,,22.5,,1.13,,273
기타빵_달콤촉촉 고구마빵,100g,273,1.82,,,18.18,,2.73,,133
기타빵_롤링넛츠,100g,329,6,15.9,40.4,9.1,,11,,37
기타빵_씨앗가득고소함이찰떡,100g,358,8,,,14.8,,7.2,,80
기타빵_얼그레이 까눌레,100g,222,4.44,,,24.44,,4.67,,88
기타빵_오리지널 까눌레,100g,222,4.44,,,24.44,,4.22,,186
기타빵_우리쌀 막걸리로 만든 초당옥수수빵,100g,206,4.85,0.79,44.85,13.33,,0,0,38
기타빵_카라멜아몬드,100g,450,10.7,24.9,45.8,12.1,,6.3,,41
기타빵_톡톡쫄깃 옥수수빵,100g,299,5,,,15,,4,,86
깨찰빵_깨찰빵,100g,302,4,,,4,,4.4,,43
깨찰빵_깨찰빵,100g,375,4.17,,,4.17,,6.46,,30
깨찰빵_씨앗찰빵,100g,366,6,,,16,,6,,84
깨찰빵_쫀득쫀득한찰깨빵 (2개입),100g,373,3.64,12.73,63.64,7.27,,4.55,0,68
깨찰빵_쫀득쫀득한찰깨빵,100g,373,3.64,12.73,63.64,7.27,,4.91,0,55
깨찰빵_쫀득한모카찰깨빵,100g,357,4.29,,,11.43,,4.43,,32
도넛_고구마품은 꽈배기,100g,339,5.71,,,11.43,,6.43,,41
도넛_골드초코 허니비 도넛,100g,479,6.41,,,23.08,,12.82,,50
도넛_글레이즈드 사워크림 도넛,100g,426,2.5,,,36.25,,6.25,,56
도넛_글레이즈드 초콜릿 케익 도넛,100g,416,3.75,,,35,,6.25,,90
도넛_글레이즈츄잉스타,100g,404,1.92,,,11.54,,5.19,,70
도넛_기라델리민트초코링 도넛,100g,388,5.56,,,23.61,,12.5,,83
도넛_깨찰 도넛,100g,384,3.57,,,3.57,,6.79,,64
도넛_깨찰 도넛,100g,444,4.44,,,6.67,,6.67,,28
도넛_뉴욕 치즈케익 도넛,100g,369,5.56,,,20,,6.67,,75
도넛_뉴패스트리 도넛,100g,408,6.12,,,14.29,,9.8,,75
도넛_다크초코링도넛,100g,469,6.15,24.62,46.15,15.38,,7.23,0,43
도넛_다크초코츄잉스타,100g,444,3.7,27.78,38.89,9.26,,12.96,0,114
도넛_단팥도너츠,100g,304,8.75,,,16.25,,3.88,,35
도넛_단팥품은 꽈배기,100g,330,6.09,,,20,,2.78,,49
도넛_달콤한 꿀도넛,100g,343,5.71,10.29,60,8.57,,2.29,0,69
도넛_달콤한꿀도넛 (3개입),100g,348,4.76,10.48,59.05,8.57,,2.38,0,35
도넛_달콤한꿀도넛 (4개입),100g,350,5,10,59.29,8.57,,2.36,0,46
도넛_달콤한꿀도넛 (5개입),100g,349,5.14,10.29,59.43,8.57,,2.34,0,42
도넛_달콤한 왕꽈배기,100g,377,5.45,,,12.73,,3.09,,42
도넛_던킨카페모카롤,100g,433,5.26,22.37,52.63,21.05,,9.21,0.13,44
도넛_데니쉬 꽈배기,100g,442,8,,,12,,5.8,,71
도넛_돌돌말린소시지 도넛,100g,341,7.06,15.29,45.88,7.06,,3.18,0,60
도넛_딸기 와플넛,100g,416,5.56,,,25.4,,10.32,,83
도넛_딸기 우유크림 듬뿍 도넛,100g,405,5.75,,,24.14,,11.49,,33
도넛_딸기마카롱 도넛,100g,433,7.69,,,5.77,,13.46,,52
도넛_딸기츄이스티 도넛,100g,450,1.92,,,17.31,,9.04,,33
도넛_또르체티 이탈리아 꽈배기과자,100g,463,7.5,,,12.5,,15,,51
도넛_러블리듀얼하트 도넛,100g,353,4.05,,,13.51,,9.46,,156
도넛_레이디버그 도넛,100g,481,6.49,,,22.08,,11.69,,50
도넛_로투스 비스코프 도넛,100g,456,6.1,,,17.07,,10.98,,48
도넛_루비초코 블라썸 도넛,100g,400,5.19,,,19.48,,10.39,,60
도넛_못난이찹쌀고구마크림치즈 도넛,100g,293,6.81,,,11.74,,5.07,,42
도넛_못난이찹쌀깨찰 도넛,100g,560,1,,,10,,2.5,,23
도넛_못난이찹쌀 꽈배기,100g,291,7.27,,,11.09,,1.09,,45
도넛_못난이찹쌀모짜렐라치즈 도넛,100g,276,10.71,,,8.14,,2.14,,45
도넛_못난이찹쌀유자 도넛,100g,271,6.57,,,19.43,,0.71,,47
도넛_못난이찹쌀팥 도넛,100g,279,7,,,20.86,,0.71,,56
도넛_미니 오리지널 글레이즈드 도넛,100g,439,8.7,,,21.74,,7.39,,365
도넛_미니찹쌀도너츠,100g,466,5.26,,,21.05,,4.74,,213
도넛_미니찹쌀 도넛 (3개입),100g,395,4.76,9.52,72.38,17.14,,1.71,0,147
도넛_미니찹쌀 도넛 (4개입),100g,393,5,9.29,72.14,17.14,,1.71,0,42
도넛_미니찹쌀 도넛 (5개입),100g,394,5.14,9.14,72,17.14,,1.71,0,104
도넛_미니찹쌀 도넛,100g,366,4,,,15,,2.8,,60
도넛_미니찹쌀 도넛,100g,400,5.71,9.14,71.43,17.14,,1.71,0,96
도넛_밀크크림 플라워 도넛,100g,415,5.63,,,22.54,,14.08,,109
도넛_베리베리크림 도넛,100g,365,5,,,6,,5,,51
도넛_베이크드 헤이즐넛 쇼콜라넛,100g,435,6.92,,,21.54,,6.15,,40
도넛_보스톤크림 도넛,100g,364,4.48,17.91,46.27,17.91,,8.96,0,147
도넛_생도넛,100g,496,5.71,,,22.86,,4.71,,47
도넛_생도넛,100g,450,7.5,,,17.5,,4.5,,47
도넛_소금우유 도넛,100g,460,3.33,25,51.67,20,,10,0.28,260
도넛_소보로만난 앙넛,100g,391,7.27,,,30.91,,3.64,,204
도넛_솔티카라멜바이츠 도넛,100g,392,5.41,,,14.86,,8.11,,130
도넛_송사부 꽈배기,100g,382,7.89,,,10.53,,4.74,,46
도넛_슈거코티드 도넛,100g,444,6.67,,,20,,8,,48
도넛_스노우링 도넛,100g,420,6,,,4,,3.4,,50
도넛_시나몬슈가링 도넛,100g,420,6,,,8,,2.8,,123
도넛_아몬드초코링 도넛,100g,468,8.06,,,8.06,,4.84,,380
도넛_엄마랑장볼때먹던그때그도나쓰,100g,322,3.7,,,15.56,,3.33,,20
도넛_옛날왕슈크림 도넛,100g,326,6.32,14.74,,12.63,,2.74,0,47
도넛_오리지널 글레이즈드 도넛,100g,428,6.38,,,19.15,,7.66,,59
도넛_오리지널 바이츠 도넛,100g,436,7.14,,,22.32,,7.14,,54
도넛_오리지널 우유 크림 필드 도넛,100g,403,6.45,,,20.97,,11.29,,46
도넛_오리지널 초콜릿 필드 도넛,100g,456,6.45,,,27.42,,7.1,,40
도넛_옥수수꽈배기 도넛,100g,404,7.89,,,14.47,,7.89,,76
도넛_옥수수찹쌀 도넛,100g,332,4,,,20,,2.4,,111
도넛_올드훼션드먼치킨,100g,471,3.57,25.71,57.14,35.71,,10.71,0.07,49
도넛_올리브츄이스티 도넛,100g,404,2.04,20.41,53.06,12.24,,7.14,0.06,47
도넛_왕크림 도넛,100g,335,6.15,20,33.85,10.77,,8.46,0.27,43
도넛_요거트올드훼션드 도넛,100g,457,4.62,,,29.23,,12.31,,68
도넛_우유크림 듬뿍 도넛,100g,395,5.75,,,21.84,,11.49,,39
도넛_쫄깃한 왕꽈배기,100g,373,5.45,,,12.73,,3.09,,229
도넛_쫄깃한찹쌀 도넛,100g,340,6.17,,,23.46,,2.22,,25
도넛_쫄깃한찹쌀스틱 시나몬,100g,400,1.8,,,10,,6.4,,73
도넛_찹쌀꽈배기도너츠,100g,462,8,,,10,,9.2,,56
도넛_찹쌀 꽈배기,100g,366,6.15,,,9.23,,3.23,,62
도넛_찹쌀도너츠,100g,380,4,,,9.33,,3.33,,47
도넛_찹쌀 도넛,100g,336,6,,,24,,2,,49
도넛_찹쌀 도넛,100g,333,5.38,9.68,56.99,17.2,,1.29,0,115
도넛_찹쌀페스츄리 도넛,100g,427,7.27,,,12.73,,9.09,,139
도넛_초코 와플넛 도넛,100g,437,6.35,,,24.6,,10.32,,127
도넛_초코마카롱 도넛,100g,413,7.69,,,5.77,,11.54,,28
도넛_초코베리듀얼하트 도넛,100g,330,2.63,,,11.84,,7.89,,84
도넛_초코홀릭 도넛,100g,489,7.27,,,18.18,,16.36,,40
도넛_초콜릿 아이스드 글레이즈드 도넛,100g,441,7.14,,,23.21,,10.71,,19
도넛_카라멜 아이스드 도넛,100g,372,4.69,,,26.56,,5.78,,19
도넛_카스테라크림 꽈배기,100g,308,6.67,,,10.83,,2.67,,19
도넛_카카오후로스티드 도넛,100g,413,6.25,20.83,50,12.5,,9.38,0,19
도넛_카푸치노츄이스티 도넛,100g,406,1.92,21.15,51.92,17.31,,6.15,0.17,68
도넛_케익꽈배기 도넛,100g,376,7.06,20,41.18,10.59,,5.88,0,69
도넛_켈로그우유 도넛,100g,458,3.08,,,12.31,,15.38,,62
도넛_쿠키&다크초코링도넛,100g,473,5.33,24,52,18.67,,8,0,6
도넛_쿠키&화이트초코링도넛,100g,473,5.33,26.67,52,20,,9.33,0.47,86
도넛_크로넛 글레이즈드 도넛,100g,455,5.38,,,21.51,,9.68,,63
도넛_크림치즈 찹쌀도넛 (2개입),100g,359,6.36,,,14.55,,6.36,,101
도넛_크림치즈 찹쌀도넛,100g,364,5.45,,,14.55,,6.55,,318
도넛_통밀꽈배기,100g,422,11.39,,,7.59,,6.33,,176
도넛_트위스트 글레이즈드 도넛,100g,380,6.1,,,23.17,,6.1,,80
도넛_팥도넛,100g,323,8,,,24,,2.8,,0
도넛_팥이팅 소보루 도넛,100g,321,6.32,,,16.84,,2.84,,0
도넛_페이머스 글레이즈드 도넛,100g,433,4.35,23.91,50,17.39,,9.35,0.04,40
도넛_프리미엄 스트로베리 필드 도넛,100g,361,5.71,,,14.29,,6.29,,80
도넛_해피버스데이 도넛,100g,458,6.59,,,19.78,,14.29,,50
도넛_허니후리터,100g,449,5.41,24.32,48.65,14.86,,10.81,0,104
도넛_화이트초코링 도넛,100g,462,6.15,,,18.46,,9.23,,136
도넛_화이트초코츄잉스타 도넛,100g,444,3.7,,,14.81,,11.11,,100
도넛_흑미찹쌀 도넛,100g,350,4,,,16,,2.6,,199
도넛_BEURRE 헤이즐넛&바닐라 도넛,100g,451,4.41,27.94,45.59,7.35,,17.65,0,75
도넛_BEURRE 버터넛,100g,425,4.11,19.18,58.9,28.77,,9.59,0,13
도넛_남해마늘로만든버터갈릭 꽈배기,100g,420,8.04,,,10.71,,19.64,,94
도넛_단팥 도넛,100g,310,6.67,9.52,44.76,16.19,,0.95,0,31
도넛_달콤한 우리찹쌀 왕꽈배기,100g,378,6.09,18.26,48.7,13.04,,2.7,0,0
도넛_더블카라멜 도넛,100g,362,5.63,,,25.35,,8.45,,41
도넛_동글아기찹쌀 도넛,100g,357,4.76,,,15.08,,3.41,,89
도넛_디어 마이 러브 도넛,100g,458,3.9,27.27,49.35,25.97,,18.18,0.08,95
도넛_딸기 도넛,100g,404,7.8,,,8.2,,7.6,,52
도넛_라즈베리블라썸 도넛,100g,338,4.41,,,23.53,,7.35,,35
도넛_레드벨벳 먼치킨 도넛,100g,486,3.57,27.14,57.14,21.43,,12.14,0,40
도넛_레몬 도넛,100g,404,7.8,,,8.2,,7.6,,74
도넛_메이플링 도넛,100g,478,10.2,,,14.29,,9.18,,69
도넛_바닐라 도넛,100g,404,7.8,,,8.2,,7.6,,54
도넛_바닐라빈 바이츠 도넛,100g,404,7.04,15.49,59.15,12.68,,7.04,1.27,39
도넛_바닐라초코볼 도넛,100g,326,5.88,,,14.71,,8.82,,39
도넛_바바리안 먼치킨 도넛,100g,400,6,20,50,20,,8,0,75
도넛_바바리안필드 도넛,100g,378,5,18.33,48.33,13.33,,7.33,0.58,138
도넛_바삭64겹 꽈배기,100g,443,8,,,12,,5.87,,50
도넛_벨지안초코 도넛,100g,418,7.35,,,20.59,,8.82,,63
도넛_생크림폭탄 도넛,100g,364,5.45,21.82,34.55,10.91,,8.73,0,125
도넛_생크림폭탄 도넛 (3개입),100g,364,6.06,22.42,34.55,10.91,,9.09,0.21,138
도넛_스트로베리 먼치킨 도넛,100g,380,5,18,50,20,,8,0.2,71
도넛_스트로베리 필드 도넛,100g,372,5,18.33,46.67,16.67,,7.33,0.12,41
도넛_아침햇살 쌀꽈배기 도넛,100g,375,4.69,12.5,60.94,15.63,,7.81,0,68
도넛_앙버터 도넛,100g,408,8,,,9,,10.1,,57
도넛_용감한 쿠키 도넛,100g,446,5.26,24.56,50.88,17.54,,14.04,0.18,68
도넛_우리찹쌀 왕꽈배기,100g,383,6.09,18.26,48.7,13.04,,2.7,0,78
도넛_우유 도넛,100g,404,7.8,,,8.2,,7.6,,74
도넛_제주말차 우유 도넛,100g,453,4.69,28.13,45.31,10.94,,17.19,0.16,100
도넛_쫀드칸꽈배기 시나몬슈가,100g,385,2.25,,,15.15,,3.58,,100
도넛_쫀득 크림치즈 찹쌀 도넛,100g,423,5.77,,,15.38,,7.31,1.35,100
도넛_초당옥수수크림찹쌀 도넛,100g,300,2.86,,,11.43,,2.57,,100
도넛_초코 도넛,100g,404,7.8,,,40.8,,7.6,,100
도넛_초코 마카롱 도넛,100g,418,5.88,,,5.88,,11.76,,0
도넛_초코 우유크림 듬뿍 도넛,100g,415,5.95,,,23.81,,10.71,,51
도넛_초코크런치 도넛,100g,400,5.45,,,14.55,,12.73,,23
